Posted At,Job Title,Company Link,Company Location,Job Type,Job Salary,Job Experience Level,Job Education,Job Description
Active 2 days ago,Admin and Account Officer,https://pk.indeed.com/cmp/Bitsclan-IT-Solutions-1?campaignid=mobvjcmp&from=mobviewjob&tk=1hs120f8lj6cj800&fromjk=bdea33dab9e8c446,Lahore,Full-time,,No experience required,No specific education required,"Admin/Accounts Officer Responsibilities:
· Keep stock of office supplies and place orders when necessary
· Coordinating office activities and operations to secure efficiency and compliance to company policies
· Create and update records and databases with personnel, financial and other data
· Support budgeting and bookkeeping procedures
· Track stocks of office supplies and place orders when necessary
· Organize and schedule meetings and events
· Handle technical issues in their area of expertise
· Supporting company leadership and supervising administrative department activities for staff members.
· Handling basic office tasks, such as filing, delivering mail, answering emails and phone calls, and data entry.
· Ordering, storing, and distributing office supplies.
· Maintaining, repairing, or replacing office equipment.
· Directing, reviewing, and optimizing office operations to increase accuracy, productivity, and efficiency and reduce costs.
· Printing and photocopying
· Managing records and receipts of daily expense.
· Manage and oversee the daily operations of the accounting department including: month and end-year process, accounts payable/receivable, cash receipts, general ledger, payroll and utilities, treasury, budgeting, cash forecasting, revenue and expenditure variance analysis.
Qualifications and Education Requirements
B.Com
M.Com
CA
Preferred Skills and Requirements
Microsoft Office with special emphasis on Excel & Word
Strong verbal and oral communications skills is essential
Attention to detail
Staff management skills
Knack for problem solving
Good knowledge of fiscal policies
Excellent analytical skills, along with the ability to create detailed reports and spreadsheets
Hands on experience with accounting software
Job Type: Full-time"
Today,Required Admin/supervisor Females Staff,https://pk.indeed.com/cmp/Maxlogix-2?campaignid=mobvjcmp&from=mobviewjob&tk=1hs120k36jk9m803&fromjk=1c669041b9aebd8b,Rawalpindi,"Full-time
+1",,No experience required,No specific education required,"Administrative supervisors are in charge of managing the day-to-day operations of their organization’s administrative support staff. They commonly oversee a team of clerical workers, data entry clerks, receptionists, and other administrative professionals who provide general support to the company’s employees. Administrative supervisors may also be responsible for overseeing other types of staff as well, such as salespeople or customer service representatives. In either case, they are tasked with ensuring that all of these individuals are performing their jobs effectively and working together as a cohesive unit.
Job Types: Full-time, Fresher
Pay: Rs35,000.00 - Rs50,000.00 per month"
Posted 2 days ago,"Monitoring, Learning & Evaluation Officer",,Lahore,"Full-time
+1",,No experience required,Master’s Degree,"Posted date
19th April, 2024
Last date to apply
28th April, 2024

Country
Pakistan
Locations
Lahore

Category
Monitoring & Evaluation

Pathfinder Overview
Pathfinder International is a global leader in sexual and reproductive health. We place reproductive health care at the center of all that we do—believing that it is not only a fundamental human right, but is critical for expanding life opportunities for women, families, communities, and nations, and paving the way for transformations in environmental stewardship, decreases in population pressures, and innovations in poverty reduction. Pathfinder provides women, men, and adolescents with a range of quality health services—from contraception and maternal care to HIV prevention and AIDS care and treatment. Pathfinder strives to strengthen access to family planning, advocate for sound reproductive health policies, and, through all of our work, improve the rights and lives of the people we serve.
Project Overview
Pathfinder Pakistan with support from the Bill & Melinda Gates Foundation (BMGF) is providing technical assistance (TA) to the federal and provincial governments of Pakistan including Sindh, Punjab, Khyber Pakhtunkhwa, and Balochistan, and providing support to key health system strengthening partners such as World Bank, Population Council, and Acasus in scaling up of Postpartum Family Planning (PPFP) and Postabortion Family Planning (PAFP) within the investment case (IC) execution and National Health Support Project (NHSP) design and implementation.
Through this initiative and based on the successes and learnings from Pathfinder’s Naya Qadam project, Pathfinder will support the integration and institutionalization of PPFP and PAFP in the overall provincial health systems, strengthening health system through building technical capacity of federal and provincial governments to implement results-based management framework, gender response social and behavior change communication (SBCC) strategies, enabling policy environment, and strengthen health information system strengthening to improve and better use of PPFP and PAFP data for decision making.
Under this project, a total of four high-level outcomes and thirteen outputs will be achieved. The federal government and provincial Health Department and Population Welfare Department would be key partners, while Pathfinder will also collaborate and coordinate with World Bank, Population Council, and Acasus.
Job Summary
He/she is required to support the implementation of MEL plans and activities and contribute to the development and implementation of the M&E system to ensure systematic review of project performance, continuous monitoring of project activities/indicators, and document implementation learning & project reporting as per donor requirement. To perform the required job function, he/she should have a good understanding of dashboards, quantitative data analysis skills, experience in the implementation of project performance review mechanisms, performance tracking systems, and donor reporting experience. A MEL person is also required to contribute to the designing and implementation of evaluation studies and collaborate and communicate with an internal functional lead such as the program team and advocacy team to track, monitor and compile information/report as per the project indicator framework/matrix. He/she will require to liaise and coordinate with the government DHIS focal person/data entry person to ensure the timely availability of required data, and data reports and ensure data quality/provide orientation and/or on-job coaching
Key Job Outcomes:
Strategic and Annual Plan Implementation:
Perform quantitative analysis to identify project requirements, priorities, and recommendations to improve performance
Support in the development of project metrics/tracker to review performance on regular basis and identify gaps to inform strategic decision making
MEL Planning and Implementation
Ensures all program data are collected, stored, and managed timely in the relevant database as per the overall project framework
Support in the establishment of project review and reporting mechanisms to timely identify, monitor, track, report, and resolve the critical dependency issues
Develop a dashboard to monitor and report progress regarding initiatives and activities to the management regularly.
Actively participates in national / province-level quality technical working groups to frame the future of quality intervention in the assigned country. Shares program experience and lessons.
Data Collection and Management
Compile databases and provide key results to the senior management for strategic planning and decision-making.
Support in implementation of robust data management systems and develop tools to ensure data quality.
Support/Liaise with government DHIS2 focal person/data entry persons in the compilation of service delivery data, training database, and other relevant databases for tracking and reporting.
Support the project team in developing KITs and ensure that data is uploaded in Pathfinder DHIS2.
Project Evaluation, Proposal Planning and Documentation
Contribute to the development of project annual reports.
Support in planning, designing, and execution of project evaluation study/need assessment study.
Support in the documentation of implementation learnings, project best practices, and lessons learned through collaboration, learning, and adaptation framework.
Minimum Education and Work Experience
Master’s degree in social science or related field.
At least 3-5 years related experience, including work in the development sector, and M&E implementation related to the required field (Family Planning); good understanding in program measurement or impact evaluation.
Experience in the development and monitoring of national/international donor programs/projects.
Preferred Education and Work Experience
Proficient in quantitative and qualitative data analysis, integrating data, and designing and executing Monitoring and Evaluation (M&E) plans and activities. working experience with provincial/district governments on DHIS2, creating M&E frameworks, and reporting for international/national donor-funded projects.
Competencies/Attributes:
Data Collection Methods: Foundational knowledge of data integrity and collection methods
Program and Project Planning and Management: Foundational skills in program and project management and planning to fulfill performance objectives, including the timely implementation and reporting of donor-funded program activities.
Software Applications: Advanced working knowledge of MS Excel, PowerPoint, Word, and working knowledge of data collection tools like KoboCollect App and data analysis software like SPSS, STATA, or other relevant statistical software. Moreover, should have a good understanding and knowledge of DHIS2.
Report Writing. Ability to write reports for diverse audiences.
Presentation Skills: Proven ability to make presentations on results and products to small and large groups.
Other Information:
Travel required (30% or less)
Uses cellular and office phones, laptops or desktop computers.
This job description format focuses on the main duties of the position and is not intended to list every potential task or assignment.
Duties can and will change to meet the changing priorities of the department and organization.
Equal Employment Opportunity Employer Statement
Pathfinder International provides equal employment opportunities to all employees and applicants for employment and prohibits discrimination and harassment of any type without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state or local laws.
This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation, and training.
Safeguarding and Protection Statement
Pathfinder is committed to the safeguarding and protection of the people we serve and our staff. We have zero tolerance for any type of behavior that inflicts harm on children, young people, adults, our staff, and partners including sexual abuse, harassment, bullying, and exploitation. We do everything possible to ensure that we recruit only those who are suitable to work with us. We expect that everyone we hire will abide by our safeguarding and related policies and will report any suspected or known violations. This job is subject to a range of vetting checks as legally permitted in the country where they are being hired. By applying, the job applicant acknowledges they understand our intent to verify suitability to work with us.

Apply By:
Application procedure / How to apply:
Interested applicants are requested to include the contact details for at least 3 references in their resume.
Kindly apply through the below link before the deadline:
https://recruiting.ultipro.com/PAT1012PATH/JobBoard/39cd1fd5-010e-4cba-b70e-a30ea3163220/OpportunityDetail?opportunityId=f3aebb58-9486-4a4d-926a-b88da3af713d
Please submit your application via this website no later than April 28, 2024."
Supporting day-to-day financial tasks under supervision.,Finance Intern,https://pk.indeed.com/cmp/Invozone?campaignid=mobvjcmp&from=mobviewjob&tk=1hs12117s2eii004&fromjk=c486b5774e30f426,Lahore,"Full-time
+1",,No experience required,No specific education required,"InvoZone is a leading software development company headquartered in the US with offices in Canada, Malaysia and Pakistan. We offer a combination of consulting, outsourcing, and specialized services to a global clientele across all types of web and mobile app development projects. The company was launched by experienced and visionary IT professionals with more than 10 years of industry experience in the fraternity of software development.
We take pride in our diversified team that consists of people from both local and international backgrounds working together to strive for excellence. If you think you have the technical skills to contribute to our fast-growing business, feel free to apply.
InvoZone is looking for a Finance Intern for its fast growing business.
Duties and Responsibilities :
Data entry related to financial transactions.
Management of petty cash and related documentation.
Supporting day-to-day financial tasks under supervision.
Basic financial knowledge including understanding financial statements.
Proficiency in using accounting software, especially Excel.
Strong communication skills for interacting with team members and external stakeholders.
Assisting in bank reconciliations and maintaining financial records.
Basic knowledge of taxation principles.
Familiarity with receivables and payables processes.
Requirements :
B. Com/ Bachelors in Finance, Economics, or related major
Basic knowledge of IFRS and IAS
Must have knowledge of accounting principals
Strong verbal and written communication skills
Proficient in Microsoft Excel
Perks and Benefits :
18 Paid Holidays
In-patient and out-patient medical coverage.
Provident Fund
Training fund
Vehicle lease options
Home Loan
Child education support allowance
3 day’s work from home monthly
Performance based bonuses
Advance salary (need based)
Personal loans
Annual Recreational Trips
Referral Bonus
Subsidized Lunch
Team and Company wide dinners
Self service pantry
Marriage bonus
Loan for personal expenses
Holiday on the weekend (Saturday and Sunday)
Job Type: Full-time"
Active 2 days ago,Claims Processor-Medical Biller (Male),https://pk.indeed.com/cmp/Prima-Systems?campaignid=mobvjcmp&from=mobviewjob&tk=1hs1217iqjkbc803&fromjk=93f9a170f75efbd1,Islamabad,Full-time,,No experience required,No specific education required,"Responsibilities:
Claim Processing: Accurately review and process medical claims according to established guidelines and procedures.
Coding Verification: Ensure correct coding of diagnoses and procedures for claims submission.
Claim Submission: Submit claims electronically or by paper to various health insurance companies within specified timelines.
Follow-up on Claims: Monitor the status of submitted claims and follow up with insurance companies to resolve any issues or discrepancies.
Payment Posting: Record and reconcile payments received from insurance companies with the billed amounts.
Denial Management: Investigate and resolve claim denials by providing additional information or appealing the decision when necessary.
Documentation: Maintain accurate and detailed records of all claim processing activities.
Compliance: Adhere to healthcare regulations, insurance guidelines, and billing best practices to ensure compliance.
Communication: Collaborate with internal teams, healthcare providers, and insurance representatives to resolve claim-related queries.
Qualifications:
Bachelor's degree.
Proven experience working in medical billing or claims processing role.
Strong understanding of medical billing processes, including CPT and ICD coding.
Proficiency in using billing software and electronic health record (EHR) systems.
Excellent attention to detail and accuracy in data entry and claim processing.
Knowledge of healthcare insurance plans, policies, and procedures.
Ability to work independently and efficiently in a fast-paced environment.
Effective communication skills to interact with internal and external stakeholders.
Familiarity with HIPAA regulations and patient confidentiality requirements.
Job Type: Full-time
Pay: Rs50,000.00 - Rs60,000.00 per month
Application Question(s):
Are you available for night shift?
Experience:
Claim Processing: 2 years (Preferred)
Language:
English (Preferred)"
Active 2 days ago,Data Entry Operator,https://pk.indeed.com/cmp/Med-Revolve-Pvt-Ltd?campaignid=mobvjcmp&from=mobviewjob&tk=1hs121djuj9gv805&fromjk=6816efafd6ef5ae0,Lahore,Full-time,,No experience required,No specific education required,"Med Revolve Billing is seeking dedicated individuals to join our team as Data Entry Specialists. This in-house position requires prior experience. As a Data Entry Specialist, you will be responsible for accurately inputting various types of data into our systems.
Job Responsibilities & Requirements
Proficiency in typing and data entry, with a strong focus on speed and accuracy.
Excel and google sheets / documents expert.
Strong communication skills, both written and verbal.
High school diploma or equivalent educational background.
Prior experience in data entry or related fields is a plus.
Comfortable working with digital platforms and tools.
Strong computer literacy, including proficiency in Microsoft Office Suite.
Job Type: Full-time
Job Type: Full-time
Pay: Rs15,000.00 - Rs20,000.00 per month"
Active 2 days ago,Data Entry Executive - (Female Candidates),https://pk.indeed.com/cmp/Digitechio-LLC?campaignid=mobvjcmp&from=mobviewjob&tk=1hs121ks9j9gv800&fromjk=d8cd7a5522de10f3,Karachi,Full-time,,Entry level,No specific education required,"Job description
We are looking for a highly motivated and experienced individual to join our team as a Data Entry Executive. In this role, you will be responsible for leading and managing our data entry operations, ensuring data integrity and accuracy.
Essential Duties:
Maintaining and updating existing records.
Inputting data into a computer system or database accurately and efficiently.
The candidate must be responsible for verifying the accuracy of the data they are entering, ensuring that it is correct and complete.
The candidate must be responsible for manipulating, sorting, and organizing data.
Updating and maintaining existing records.
Skills Needed:
The candidate must have computer skills and knowledge of Microsoft Office i.e. (Excel, Word) and google sheet.
The candidate should have excellent communication skills.
Typing proficiency must be accurate.
The candidate must have good written and verbal communication skills.
Experience:
Candidates must be graduate along with 1 year of Experience.
Or Fresher can also apply.
Note: The candidate must be from Karachi
Gender : Female Candidates Only
Job Type: Full Time
Shift Timings: Morning 10 am to 7 pm
Location: Shahrah-e-Faisal
Job Type: Full-time
Pay: Rs25,000.00 - Rs30,000.00 per month"
Posted 2 days ago,Accountability Officer (Female),https://pk.indeed.com/cmp/Save-the-Children?campaignid=mobvjcmp&from=mobviewjob&tk=1hs121se9k98u800&fromjk=02857476c5e0167b,Sukkur,Full-time,,No experience required,Bachelor’s Degree,"Posted date
19th April, 2024
Last date to apply
29th April, 2024

Country
Pakistan
Locations
Sukkur, Sindh

Category
Monitoring & Evaluation

Type
Full Time
Position
1

Experience
4 years

CHILD SAFEGUARDING:
Level 2: The post holder will have access to personal data about children and/or young people as part of their work; therefore a police check will be required (at ‘standard’ level in the UK or equivalent in other countries).

SCOPE OF ROLE:
Reports to: MEAL Coordinator
Staff reporting to this post: (None)

KEY AREAS OF ACCOUNTABILITY:
Ensure visibility of Accountability site standards along with accountability channel details (hotline, SMS, email etc.) at all project sites.
Effectively manage complaints received from accountability hot line number and record information in a timely and professional manner while ensuring complete confidentiality in SCI FRM database.
Support in sensitizing community members on the Feedback Response Mechanisms and how to use it.
Visit service delivery sites and to receive consented feedback from the affected population, particularly from Children.
Should be well versed on categories of feedbacks and responses
Review and track the closing of complaints by ensuring every complaint is processed and appropriate response is generated and responded to the complainant.
Support in identifying complaint and other feedback trends which indicate the area of program improvement.
Support in providing reports concerning complaints and other beneficiary feedbacks.
Undertake data quality assurance in the areas of operation, identifying sources of errors and inconsistencies and providing feedback that would help in further data improvement.
Establish data flow mechanisms on standard tools including data collection, storage, analysis, interpretation and timely feedback to the intended stakeholders in collaboration with line manager and program staff.
Support the implementation of the SCI MEAL in Emergencies (MiE) Procedure and MiE System Quality Benchmarks, monitoring system/framework to report activities according to appropriate framework(s).
Assist in capturing relevant learning associated with the response learning agenda.
Ensure timely submission of workplans and ensure the data entry in all relevant tools.
Support to MEAL coordinator in review meeting, field visits and other MEAL related activities.


SKILLS AND BEHAVIOURS (SCI Values in Practice)
Accountability:
Holds self-accountable for making decisions, managing resources efficiently, achieving and role modelling Save the Children values
Holds the team and partners accountable to deliver on their responsibilities - giving them the freedom to deliver in the best way they see fit, providing the necessary development to improve performance and applying appropriate consequences when results are not achieved
Ambition:
Sets ambitious and challenging goals for themselves (and their team), takes responsibility for their own personal development and encourages others to do the same
Widely shares their personal vision for Save the Children, engages and motivates others
Future orientated, thinks strategically
Collaboration:
Builds and maintains effective relationships, with their team, colleagues, members and external partners and supporters
Values diversity, sees it as a source of competitive strength
Approachable, good listener, easy to talk to
Creativity:
Develops and encourages new and innovative solutions
Willing to take disciplined risks
Integrity:
Honest, encourages openness and transparency


QUALIFICATIONS
Bachelor’s degree or in Economics, Sociology, Development Studies, Computer Science or equivalent.
Fluency in written and spoken English and Urdu language as well as Pashto/Sindhi language will be preferred.


EXPERIENCE AND SKILLS
Essential
At least 3-5 years of experience in Accountability/MEAL.
One Years preferably in emergency and/or conflict situations.
Experience in data collection, data management, and analysis is highly desirable.
Good level of computer proficiency and ability to use MS-Office (in particular Excel)
Demonstrated report writing skills
Language proficiency in Sindhi is mandatory including fluency in Urdu and English language communication.
Commitment to Save the Children values


Additional job responsibilities
The duties and responsibilities as set out above are not exhaustive and the role holder may be required to carry out additional duties within reasonableness of their level of skills and experience.

Equal Opportunities
The role holder is required to carry out the duties in accordance with the SCI Equal Opportunities and Diversity policies and procedures.

Child Safeguarding:
We need to keep children safe so our selection process, which includes rigorous background checks, reflects our commitment to the protection of children from abuse.

Safeguarding our Staff:
The post holder is required to carry out the duties in accordance with the SCI anti-harassment policy

Health and Safety
The role holder is required to carry out the duties in accordance with SCI Health and Safety policies and procedures.


Save the Children holds its Safeguarding principles and policies with high importance and commits to rigorous procedures to ensure all our personnel and programs are safe, particularly for children. All candidates will, therefore, be subject to strict background checks. Qualified candidates from minorities, indigenous groups, women and people with disabilities from local level are highly encouraged to apply.

Only short-listed candidates will be called for the interview."
Today,Computer operator (billing),https://pk.indeed.com/cmp/Jobs.pk-2?campaignid=mobvjcmp&from=mobviewjob&tk=1hs122b0ijka0803&fromjk=a23c469d5267d820,Lahore,Full-time,,No experience required,No specific education required,"Job Summary
Candidate must be experienced as cashier or data entry Operator or point of sales
candidate must be experienced and qualified ,having at least 2-4 years of experience
job location Shahalam market lahore
Duty time 9am time till 9pm
share your cv on WhatsApp 03051770077 with post name
Qualifications and Skills
Inter/BA/Masters
Benefits
Residence plus food
Job Type: Full-time
Pay: Rs25,000.00 - Rs30,000.00 per month
Application Question(s):
share your cv on WhatsApp 03051770077 with post name"
Posted 2 days ago,M&E Officer,https://pk.indeed.com/cmp/Mercy-Corps-Pakistan?campaignid=mobvjcmp&from=mobviewjob&tk=1hs122jpfjrhk80o&fromjk=857887ec7fe7bf7c,Islamabad,Full-time,,No experience required,Master’s Degree,"Posted date
19th April, 2024
Last date to apply
26th April, 2024

Country
Pakistan
Locations
Islamabad

Category
Monitoring & Evaluation

Type
Full Time

Experience
3 years

General Position Summary
The M&E Officer will be responsible for reviewing, monitoring and reporting of the field activities conducted by the SRs. r M & E Officer will be responsible to support Senior M&E Officer in day-to-day M&E-related matters. S/he will ensure that SRs are implementing field activities as per operational guidelines, prepare feedback on the monthly and quarterly reports submitted by SRs.
The incumbent will carry out regular field monitoring visits to the project sites according to the comprehensive M&E Plan, and will ensure that data reported by SRs and districts are accurate, quarterly reports/R & R tools are properly maintain at districts and partners’ office level. S/he will support PR unit in reviewing of field visit data; monitoring visit data and preparation of field monitoring plan, finalization and updating of issues log. He will also ensure timely updates of field issues in the online issue log and digital tools, supporting the MEL unit, and maintain regular coordination with SRs to promptly follow up on these matters.
The incumbents shall support the PR unit for day to day grant management.
Essential Job Responsibilities:
The incumbent will be required to:
Assist in preparation of MEL plans, project log frames and implementation to ensure adherence to Mercy Corps’ Minimum Standards, including the use of standardized tools, indicators, and documentation methodologies.
Support the M&E teams in designing/updating M&E tools, as well as in guiding data collection and analysis as required.
Support M&E unit in design and implementation of assessments, different surveys and other pre and post data collection and analysis tools.
Actively support in any additional evaluation MEL activities including but not limited to baseline surveys, Rapid Need Assessments (RNAs), PDMs, baselines, midlines, end-line evaluation studies and any other, household surveys.
Regularly document lessons learned, best practices, program data analysis summaries, and evaluations and provide evidence-based information, success stories, case studies and other high quality, results-based documentation.
S/ He will be tasked with serving as the focal person for the Community Accountability and Reporting Mechanism (CARM), ensuring the effective implementation of CARM activities in the field. Consolidate of periodic findings and recommendation of periodic progress M&E reports for submission to Senior Management.
Actively collaborate with the M&E unit in conducting Data Quality Assurance (DQA) procedures to ensure the accuracy and integrity of collected data.
Responsible to conduct SRs office visit to conduct on site data verification process
Regularly update the TOLA data to reflect the project's progress and alignment with its anticipated results and indicators.
Offer support to SRs and other project partners on effective record keeping practices and the proper maintenance of project-related folders.
Responsible for conducting monthly work plans review submitted by implementing partners in comparison to the SR wise targets and Performance Framework.
Coordination with SRs regarding timely submission of request and reconciliation of R&R tools, project assets and other IEC material
Participate in SR staff meeting, prepare and present presentation of PR unit and finalize minutes of meeting, follow up with SRs on given timeline.
Carry out field monitoring visits in line with the M&E Plan to ensure that the data collection tools are properly used in field and data entry is being done on required formats/systems following deadlines.
Provide on-site technical support and capacity building to field teams for implementation of project activities.
Prepare field monitoring reports,ensure that the monitoring reports are sent to the SRs after appropriate review and finalization. Follow up with SRs in this regard and update important issues in issue log.
Prepare presentation for field monitoring issue and present in different meeting, share important findings with component leads
Conduct follow up of the recommendations made in the previous visits.
Support to PR unit in GF, LFA, CCM and other review missions.
Follow all policies and procedures of Mercy Corps including Safety & Security Standard Operating Procedures (SOPs).
Any other task or responsibility assigned by the Senior M&E Officer and Senior Project Coordinator.
Supervisory Responsibility
None
Reports Directly To: Senior M&E Officer
Works Directly With:
M&E officers
Regional Coordinator of implementing partners
Knowledge and Experience
Master’s degree in social sciences or equivalent at least 3-5 years of field experience in the social or development sector preferably 2 of these years should be with an INGO. Two years’ experience of M&E including; field monitoring, desk monitoring, working on different monitoring tools compiling and analyzing data and supportive supervision. Strong knowledge of M&E principles is a must. Experience working in a Global Fund-funded program will be a plus. Experience of working in public health programs especially TB program will be an advantage. Good communication skills, proficiency in written and spoken English and knowledge of local languages. Candidate should have a good working knowledge of MS WORD (Advanced user), MS EXCEL (Advanced user), MS Power Point, MS OUTLOOK (Working Knowledge) and data analysis and visualization software.
Success Factors
Ability to work under pressure and meet deadlines. Good communication skills. Ability to communicate with field teams and communities. Ability and willingness to gain TB technical knowledge will be key. Attention to detail, and ability to understand and follow guidelines will be important success factors for this position.
NOTE:
Only shortlisted candidates will be called for an interview.
The management reserves the right to accept or reject any or all CV(s) without assigning any reason.
We are an equal employment opportunity employer and female are strongly encouraged to apply."
,Customer service representative,https://pk.indeed.com/cmp/Shj-Intenational?campaignid=mobvjcmp&from=mobviewjob&tk=1hs122rlgjka083d&fromjk=f9b174fa582d05ea,Lahore,"Full-time
+1",,Entry level,No specific education required,"Please read the Job post before applying. It's an onsite position in Lahore.
Job description
The ideal candidate loves talking to people and proactively solving issues. You will be responsible for converting customers into passionate evangelists
Responsibilities:
Communicate with customers via phone, email and chat
Provide knowledgeable answers to questions about product, pricing and availability
Work with internal departments to meet customer's needs
Data entry in various platforms
Qualifications:
At least 1 year of relevant work experience
Excellent email and chat etiquette and excellent verbal, written, and interpersonal skills
Ability to multi-task, organize, and prioritize work
Job Types: Full-time, Fresher
Pay: Rs35,000.00 - Rs45,000.00 per month
Application Question(s):
Do you have experience is Customer support?
Are you located in Lahore?
What is your minimum typing speed?
Rate your English Language out of 10."
Active 2 days ago,"Data Entry Officer (For Site Area, Karachi)",https://pk.indeed.com/cmp/Saz-Enterprises-3?campaignid=mobvjcmp&from=mobviewjob&tk=1hs1234tljl0i801&fromjk=f6af294ce67af855,Karachi,"Full-time
+1","Rs 35,000 - Rs 45,000 a month",No experience required,No specific education required,"Accurately input, update, and maintain data into the company database or computer system.
Must possess previous knowledge of data entry in software.
At least 2 Years of previous Experience
Verify the accuracy of data input, ensure data integrity, and identify and correct errors.
Organize and prioritize data entry tasks to meet deadlines and targets.
Maintain confidentiality and security of all data and information processed.
Perform data quality checks and validation to ensure data accuracy.
Collaborate with team members and supervisors to resolve data-related issues.
Maintain a high level of data entry speed and accuracy.
Job Type: Full-time
Pay: Rs35,000.00 - Rs45,000.00 per month
Ability to commute/relocate:
Karachi: Reliably commute or planning to relocate before starting work (Preferred)
Application Deadline: 31/10/2023"
