Posted At,Job Title,Company Link,Company Location,Job Type,Job Salary,Job Experience Level,Job Education,Job Description
Posted 30+ days ago,Python Developer - E5534,https://pk.indeed.com/cmp/Market-Iq-2?campaignid=mobvjcmp&from=mobviewjob&tk=1hs0q73i8j9ji800&fromjk=903c536950d7a386,Karachi,Full-time,,No experience required,No specific education required,"Company Description
Toko Lab is an all-in-one solution provider for businesses of all sizes and types, based in Karāchi. Our mission is to digitize Pakistan's business landscape by empowering our users with advanced and free functionalities such as Khata Management, Staff Management, Stock Management, Invoice Generation, Business Reports, and an avenue for additional income through our Money feature. Additionally, we have an integrated B2B marketplace named Saddar.
Job Description
We need your help to collect data about our hardware, organize that data, and make it available to analysts across our products. As a member of the Hardware data engineering team, you will define, develop, and manage a variety of data infrastructure components and pipelines so that our analytics teams and collaborators have trusted data to inform decisions and insights.
You will:
Back-end programming on Python
Working with Boto3
Object-oriented programming in Python
Developing APIs in Python using Flask
Developing applications and APIs for microservices
Developing applications and APIs using MySQL, Cassandra & Kafka
Notification services Sockets and Firebase
Google Location API (location tagging, geo-hashes, geo-fencing, pathfinding)
JWT authentication and authorization
Researching Libraries and Frameworks
Management Skills would be preferred so the candidate can grow as the lead
You have:
3+ years building and supporting reporting data systems built on columnar oriented RDBMS systems (e.g. Snowflake, BigQuery, Redshift, Vertica, etc.)
Should know Django and have worked on it
Strong experience building data pipelines from heterogeneous data sources (e.g. Event streams, Flat Files, RDBMS, REST APIs, SFTP, etc.) to support real-time operational and analytical workloads
Technical accomplishments working with SQL, ETL, and Apache Airflow; and knowledge of at least one mature programming language (Ruby (and Rails), Python, Java, Go, or similar)
Experience with Linux/OSX command line, version control software (git), and general software development
Experience with cloud based data tools and services (e.g. AWS Lambda/S3/Transfer, GCP Cloud Functions/GCS, Fivetran, etc.)
Job Type: Full-time
Pay: Rs100,000.00 - Rs200,000.00 per month
Application Deadline: 30/04/2024"
Active 2 days ago,Senior Python Developer,https://pk.indeed.com/cmp/Market-Iq-2?campaignid=mobvjcmp&from=mobviewjob&tk=1hs0q73i8j9ji800&fromjk=903c536950d7a386,Karachi,Full-time,,No experience required,No specific education required,"Company Description
Toko Lab is an all-in-one solution provider for businesses of all sizes and types, based in Karāchi. Our mission is to digitize Pakistan's business landscape by empowering our users with advanced and free functionalities such as Khata Management, Staff Management, Stock Management, Invoice Generation, Business Reports, and an avenue for additional income through our Money feature. Additionally, we have an integrated B2B marketplace named Saddar.
Job Description
We need your help to collect data about our hardware, organize that data, and make it available to analysts across our products. As a member of the Hardware data engineering team, you will define, develop, and manage a variety of data infrastructure components and pipelines so that our analytics teams and collaborators have trusted data to inform decisions and insights.
You will:
Back-end programming on Python
Working with Boto3
Object-oriented programming in Python
Developing APIs in Python using Flask
Developing applications and APIs for microservices
Developing applications and APIs using MySQL, Cassandra & Kafka
Notification services Sockets and Firebase
Google Location API (location tagging, geo-hashes, geo-fencing, pathfinding)
JWT authentication and authorization
Researching Libraries and Frameworks
Management Skills would be preferred so the candidate can grow as the lead
You have:
3+ years building and supporting reporting data systems built on columnar oriented RDBMS systems (e.g. Snowflake, BigQuery, Redshift, Vertica, etc.)
Should know Django and have worked on it
Strong experience building data pipelines from heterogeneous data sources (e.g. Event streams, Flat Files, RDBMS, REST APIs, SFTP, etc.) to support real-time operational and analytical workloads
Technical accomplishments working with SQL, ETL, and Apache Airflow; and knowledge of at least one mature programming language (Ruby (and Rails), Python, Java, Go, or similar)
Experience with Linux/OSX command line, version control software (git), and general software development
Experience with cloud based data tools and services (e.g. AWS Lambda/S3/Transfer, GCP Cloud Functions/GCS, Fivetran, etc.)
Job Type: Full-time
Pay: Rs100,000.00 - Rs200,000.00 per month
Application Deadline: 30/04/2024"
Posted 30+ days ago,Full Stack Python Developer - E5801,https://pk.indeed.com/cmp/Market-Iq-2?campaignid=mobvjcmp&from=mobviewjob&tk=1hs0q73i8j9ji800&fromjk=903c536950d7a386,Karachi,"Full-time
+1",,No experience required,No specific education required,"Company Description
Toko Lab is an all-in-one solution provider for businesses of all sizes and types, based in Karāchi. Our mission is to digitize Pakistan's business landscape by empowering our users with advanced and free functionalities such as Khata Management, Staff Management, Stock Management, Invoice Generation, Business Reports, and an avenue for additional income through our Money feature. Additionally, we have an integrated B2B marketplace named Saddar.
Job Description
We need your help to collect data about our hardware, organize that data, and make it available to analysts across our products. As a member of the Hardware data engineering team, you will define, develop, and manage a variety of data infrastructure components and pipelines so that our analytics teams and collaborators have trusted data to inform decisions and insights.
You will:
Back-end programming on Python
Working with Boto3
Object-oriented programming in Python
Developing APIs in Python using Flask
Developing applications and APIs for microservices
Developing applications and APIs using MySQL, Cassandra & Kafka
Notification services Sockets and Firebase
Google Location API (location tagging, geo-hashes, geo-fencing, pathfinding)
JWT authentication and authorization
Researching Libraries and Frameworks
Management Skills would be preferred so the candidate can grow as the lead
You have:
3+ years building and supporting reporting data systems built on columnar oriented RDBMS systems (e.g. Snowflake, BigQuery, Redshift, Vertica, etc.)
Should know Django and have worked on it
Strong experience building data pipelines from heterogeneous data sources (e.g. Event streams, Flat Files, RDBMS, REST APIs, SFTP, etc.) to support real-time operational and analytical workloads
Technical accomplishments working with SQL, ETL, and Apache Airflow; and knowledge of at least one mature programming language (Ruby (and Rails), Python, Java, Go, or similar)
Experience with Linux/OSX command line, version control software (git), and general software development
Experience with cloud based data tools and services (e.g. AWS Lambda/S3/Transfer, GCP Cloud Functions/GCS, Fivetran, etc.)
Job Type: Full-time
Pay: Rs100,000.00 - Rs200,000.00 per month
Application Deadline: 30/04/2024"
Active 2 days ago,Sr. Python Developer,https://pk.indeed.com/cmp/Market-Iq-2?campaignid=mobvjcmp&from=mobviewjob&tk=1hs0q73i8j9ji800&fromjk=903c536950d7a386,Karachi,Full-time,,No experience required,No specific education required,"Company Description
Toko Lab is an all-in-one solution provider for businesses of all sizes and types, based in Karāchi. Our mission is to digitize Pakistan's business landscape by empowering our users with advanced and free functionalities such as Khata Management, Staff Management, Stock Management, Invoice Generation, Business Reports, and an avenue for additional income through our Money feature. Additionally, we have an integrated B2B marketplace named Saddar.
Job Description
We need your help to collect data about our hardware, organize that data, and make it available to analysts across our products. As a member of the Hardware data engineering team, you will define, develop, and manage a variety of data infrastructure components and pipelines so that our analytics teams and collaborators have trusted data to inform decisions and insights.
You will:
Back-end programming on Python
Working with Boto3
Object-oriented programming in Python
Developing APIs in Python using Flask
Developing applications and APIs for microservices
Developing applications and APIs using MySQL, Cassandra & Kafka
Notification services Sockets and Firebase
Google Location API (location tagging, geo-hashes, geo-fencing, pathfinding)
JWT authentication and authorization
Researching Libraries and Frameworks
Management Skills would be preferred so the candidate can grow as the lead
You have:
3+ years building and supporting reporting data systems built on columnar oriented RDBMS systems (e.g. Snowflake, BigQuery, Redshift, Vertica, etc.)
Should know Django and have worked on it
Strong experience building data pipelines from heterogeneous data sources (e.g. Event streams, Flat Files, RDBMS, REST APIs, SFTP, etc.) to support real-time operational and analytical workloads
Technical accomplishments working with SQL, ETL, and Apache Airflow; and knowledge of at least one mature programming language (Ruby (and Rails), Python, Java, Go, or similar)
Experience with Linux/OSX command line, version control software (git), and general software development
Experience with cloud based data tools and services (e.g. AWS Lambda/S3/Transfer, GCP Cloud Functions/GCS, Fivetran, etc.)
Job Type: Full-time
Pay: Rs100,000.00 - Rs200,000.00 per month
Application Deadline: 30/04/2024"
Posted 30 days ago,Sr.Python Developer,https://pk.indeed.com/cmp/Onesoltech?campaignid=mobvjcmp&from=mobviewjob&tk=1hs0q7u9vj9gv800&fromjk=4a23c0062c72d94d,Islamabad,Full-time,"Rs 60,000 - Rs 120,000 a month",No experience required,No specific education required,"WordPress Developer
Number of Positions : 2
Location: OneSolTech, Rani Arcade 3. F Block. Satellite Town, Rawalpindi
**Shift Timing: Night Shift (6:00 pm to 2:30 am in summers, 7:00 pm to 3:30 am in winters, Pakistan Standard Time)**
**Salary Range: 60,000 PKR to 100,000 PKR**
Job Description:
We are seeking talented and experienced WordPress Developers to join our dynamic team. As a WordPress Developer, you will be responsible for crafting and maintaining high-quality websites, ensuring optimal performance and user experience. The ideal candidate will have 3-4 years of hands-on experience in custom WordPress development, with proficiency in AWS, Docker, GIT, and DevOps as a significant advantage.
Responsibilities:
- Designing and implementing custom WordPress themes and plugins.
- Conducting thorough code reviews to maintain code quality.
- Collaborating with the design and marketing teams to ensure seamless integration of front-end and back-end functionalities.
- Optimizing websites for performance, scalability, and responsiveness.
- Troubleshooting and resolving issues related to WordPress and server infrastructure.
- Utilizing AWS services for hosting, deployment, and maintenance.
- Implementing Docker for containerization of applications.
- Collaborating with cross-functional teams to understand project requirements and objectives.
- Participating in client meetings and communication, providing technical insights and recommendations.
- Demonstrating proficiency in GIT version control.
- Embracing and contributing to DevOps practices for continuous integration and continuous delivery.
Requirements:
- 3-4 years of proven experience in custom WordPress development.
-3-4 years of proven experience working on WordPress Themes, specifcally, Divi, Elementor, etc
- Strong expertise in AWS, Docker, GIT, and DevOps practices.
- Proficiency in PHP, HTML5, CSS3, JavaScript, and jQuery.
- Experience in responsive web design.
- Excellent communication skills in English, with the ability to interact with clients on calls.
- Solid understanding of web security best practices.
- Ability to work effectively in a night shift.
Must Have:
- Deep understanding and experience working on Load balancers.
- AWS Cloudfront
- AWS RDS
- Setting up Lamp-stack servers on EC2 instances (Apache2, Nginx)
Bonus Skills:
-Experience with Shopify Development
- Experience with e-commerce platforms, such as WooCommerce.
- Familiarity with other CMS platforms.
- Knowledge of additional programming languages (Python, Ruby, etc.).
If you are a WordPress enthusiast with a passion for delivering high-quality solutions and are eager to join a forward-thinking team, we would love to hear from you. Apply now by sending your resume and portfolio to [Email Address]. Don't miss this opportunity to be part of a thriving organization that values innovation and continuous learning.
Please email your resumes at hr@onesoltech.co.uk
Job Type: Full-time
Pay: Rs60,000.00 - Rs120,000.00 per month
Application Question(s):
Please explain your experience with the following?
Aws
- Load balancers.
- AWS Cloudfront
- AWS RDS
- Setting up Lamp-stack servers on EC2 instances (Apache2, Nginx)"
Active 4 days ago,Python Developer,https://pk.indeed.com/cmp/10pearls-2?campaignid=mobvjcmp&from=mobviewjob&tk=1hs0q85huj9ji802&fromjk=d087a77308edb91b,Lahore,Full-time,,No experience required,Master’s Degree,"Company Overview:
10Pearls is an end-to-end digital technology services partner helping businesses utilize technology as a competitive advantage. We help our customers digitalize their existing business, build innovative new products, and augment their existing teams with high-performance team members. Our broad expertise in product management, user experience/design, cloud architecture, software development, data insights and intelligence, cyber security, emerging tech, and quality assurance ensures that we are delivering solutions that address business needs. 10Pearls is proud to have a diverse clientele including large enterprises, SMBs and high-growth startups. We work with clients across industries, including healthcare/life sciences, education, energy, communications/media, financial services, and hi-tech. Our many long-term, successful partnerships are built upon trust, integrity and successful delivery and execution.
Requirements:
We are looking for a “Staff/Senior Machine Learning Engineer”. The ideal candidate should have a Master’s degree in Computer Science with 5 – 8 years of developing machine learning models, with a strong portfolio in Computer Vision and LLMs.
Responsibilities:
Lead the design, development, and deployment of machine learning models, specializing in computer vision and large language models (LLMs).
Conduct cutting-edge research in AI, contributing to advancements in image and video analysis, object detection, segmentation, and NLP.
Collaborate with product teams to integrate AI/ML technologies into new and existing products.
Drive the adoption of best practices in machine learning engineering and model lifecycle management.
Mentor and lead a team of machine learning engineers, fostering a culture of technical excellence.
Optimize machine learning workflows for improved model performance and efficiency.
Develop and maintain robust data pipelines for model training and inference at scale.
Implement rigorous model testing and validation to ensure high-quality deployments.
Contribute to the company's intellectual property through innovative research, patents, and publications.
Work closely with cross-functional teams, including data scientists, analysts, and other developers, to understand data requirements and implement effective solutions.
Stay abreast of industry trends and emerging technologies in AI to maintain a competitive edge.
Communicate technical concepts effectively to stakeholders and influence strategic decisions with ML insights.
Requirements:
Advanced degree (Ph.D. or Master's) in Computer Science, Machine Learning, or a related field
Proven experience in developing machine learning models, with a strong portfolio in computer vision and LLMs.
Expertise in deep learning frameworks such as TensorFlow, PyTorch, or Keras.
Strong programming skills in Python and familiarity with ML development tools and libraries
Experience with cloud computing platforms (AWS, GCP, Azure) and ML deployment tools using SageMaker, Bedrock, Vertex AI.
Demonstrated ability to lead and mentor a team of machine learning engineers.
Solid understanding of data structures, algorithms, and software engineering principles.
Proficiency in data modeling, data pipeline development, and big data technologies.
Track record of innovation and thought leadership in the field of AI, evidenced by publications, patents, or conference presentations.
Excellent problem-solving skills and the ability to work in a fast-paced, dynamic environment.
Strong communication skills, with the ability to explain complex technical concepts to non-technical stakeholders.
Commitment to continuous learning and staying current with the latest ML research and technologies
6qvL2vmLAF"
Active 7 days ago,Graphic Designers,https://pk.indeed.com/cmp/Tajir?campaignid=mobvjcmp&from=mobviewjob&tk=1hs0q8e37jl0g805&fromjk=4b94353d2a2299f3,Lahore,"Rs 15,000 a month",,No experience required,No specific education required,"About Tajir
Our mission is to make the retail economy of Pakistan radically more efficient.
Stores in Pakistan have been buying products in the same way for nearly a century. Why should 20 trucks deliver to the same store in a single day? Why do salespeople waste fuel to collect orders on scraps of paper? Why do store owners wait restlessly for someone to visit once a week to collect an order?
Tajir is a radical break from the past. We offer an app where stores can buy everything they need, delivered reliably the next day. We drastically reduce the number of vehicles on the road with efficient, centralized delivery, so both store owners and manufacturers enjoy higher profits. With $150B of purchases made by retailers annually, even modest efficiency gains have an outsized economic impact.
We are backed by Kleiner Perkins (early investors in Google, Amazon) and Y Combinator (early investors in Coinbase, Airbnb, Dropbox). Learn more about us on Forbes and Geo News.
What you’ll do
1) Deliver features to delight our customers. We are constantly pushing the boundaries on user experience, and we need a team of talented engineers to lead the way.
2) Write elegant code. The Tajir app grows increasingly complex and feature-rich. We can only manage because of our investments in software quality through strong architecture, code reviews, test driven development, and developer tooling. We expect new hires to join us in writing elegant, maintainable code.
3) Keep it simple. While there is intense pressure to ship more features, we must never compromise app stability, usability, and responsiveness. Your job is to defend the user experience!
What we are looking for
You are humble. You treat others with the same kindness, patience, and respect, regardless of seniority, class, or gender.
You have an extreme attention to detail. No imperfection escapes your discerning eyes.
You care deeply about writing beautiful code. You are tired of working on teams with spaghetti code.
You are excited at the chance to meet our customers, to learn from them and help us decide what to build next.
Requirements
1+ years of full-time experience of professional Android development (we seek all levels of experience, and will adjust our offer accordingly).
Nice to have
You have built something cool outside of university or professional life.
You have made a substantial contribution to open source code.
You have interviewed one of our customers in person (you'll find them in any market in Lahore).
Our tech stack
We do not screen candidates by their experience with a specific tech stack. If you are a great engineer, you can adopt any new tools easily!
That said, because everyone asks – our Android app is built with Java and Kotlin using an MVVM Clean architecture. Our back end is built with Python and Flask and deployed to Google Cloud as Docker images. We use PostgreSQL for transactional data, and BigQuery for analytical data."
Posted 30+ days ago,Python developer,https://pk.indeed.com/cmp/Mindzone-Pvt?campaignid=mobvjcmp&from=mobviewjob&tk=1hs0q8ve12eka000&fromjk=52fb8217d3d587f9,Lahore,"Rs 15,000 a month","Rs 60,000 - Rs 120,000 a month",No experience required,No specific education required,"The ideal candidate is a creative problem solver who will work in coordination with cross-functional teams to design, develop, and maintain our next-generation websites and web tools. You must be comfortable working as part of a team while taking the initiative to take the lead on innovations and projects.
We are looking for a Web Developer cum Social media specialist for our office based at DHA Phase 5, Lahore.
Work Timings 7 pm to 4 am
Duties & Responsibilities:
Write well-designed, testable, efficient code by using best software development practices
Create website layout/user interface by using standard HTML/CSS practices
Integrate data from various back-end services and databases
Gather and refine specifications and requirements based on technical needs
Create and maintain software documentation
Be responsible for maintaining, expanding, and scaling our site
Stay plugged into emerging technologies/industry trends and apply them to operations and activities
Cooperate with web designers to match visual design intent
Build and execute social media strategy through competitive research, platform determination, benchmarking, messaging and audience identification
Generate, edit, publish, and share daily content (original text, images, video, or HTML) that builds meaningful connections and encourages community members to take action
Set up and optimize company pages within each platform to increase the visibility of the company’s social content
Moderate all user-generated content in line with the moderation policy for each community
Create editorial calendars and syndication schedules
Continuously improve by capturing and analyzing the appropriate social data/metrics, insights, and best practices, and then acting on the information
Collaborate with other departments (customer relations, sales, etc) to manage reputation, identify key players, and coordinate actions
Requirements and skills
Proven working experience in web programming
Top-notch programming skills and in-depth knowledge of modern HTML/CSS
Familiarity with at least one of the following programming languages: PHP, ASP.NET, JavaScript, or Ruby on Rails
A solid understanding of how web applications work including security, session management, and best development practices
Adequate knowledge of relational database systems, Object Oriented Programming, and web application development
Hands-on experience with network diagnostics, network analytics tools
Basic knowledge of the Search Engine Optimization process
Aggressive problem diagnosis and creative problem-solving skills
Strong organizational skills to juggle multiple tasks within the constraints of timelines and budgets with business acumen
Ability to work and thrive in a fast-paced environment, learn rapidly, and master diverse web technologies and techniques.
BS in computer science or a related field
Proficiency in Java, PHP, NodeJS, Python, Ruby
Ability to multi-task, organize, and prioritize work
Job Types: Full-time, Part-time
Pay: Rs60,000.00 - Rs120,000.00 per month
Application Question(s):
Are you willing to work the night shift & on-site Job?
Experience:
Full Stack Web Development: 4 years (Required)
Google & FB Ads: 2 years (Required)
SEO: 2 years (Required)
Social Media Management: 2 years (Required)"
Posted 30+ days ago,Jr Developer,https://pk.indeed.com/cmp/Codingkey?campaignid=mobvjcmp&from=mobviewjob&tk=1hs0q9efqjka0800&fromjk=37c59e295e553a80,Islamabad,"Rs 15,000 a month",,No experience required,Bachelor’s Degree,"We are seeking an experienced QA Automation Engineer to join our quality assurance team. In this role, you will be responsible for designing and implementing automated tests using Selenium to ensure the quality of our web applications. Your expertise in automated testing will play a crucial role in identifying bugs, enhancing software performance, and improving user experience.
Responsibilities
Design, develop, and execute automation scripts using Selenium.
Identify, record, document, and track bugs.
Perform thorough regression testing when bugs are resolved.
Develop and apply testing processes for new and existing products to meet client needs.
Liaise with internal teams (e.g., developers and product managers) to identify system requirements.
Monitor debugging process results.
Investigate the causes of non-conforming software and train users to implement solutions.
Stay up-to-date with new testing tools and test strategies.
Requirements
Bachelor’s degree in Computer Science, Engineering, or a related field.
3-4.5 years of experience in software development and software quality assurance.
Strong knowledge of software QA methodologies, tools, and processes.
Experience in writing clear, concise, and comprehensive test plans and test cases.
Hands-on experience with automated testing tools, specifically Selenium.
Experience with scripting languages such as Java, Python, or JavaScript.
Familiarity with SQL, PostgreSQL and databases.
Experience working in an Agile/Scrum development process.
Excellent communication and teamwork skills.
Location: Islamabad- Onsite- 09:00am -06:00pm (Some overlap with US time zone will be required)
Job Type: Full-time"
Posted 30+ days ago,Data Engineer,https://pk.indeed.com/cmp/Valuemomentum-Inc?campaignid=mobvjcmp&from=mobviewjob&tk=1hs0qd399jka080t&fromjk=acb0a66ad6c3ad89,Hyderabad,Full-time,,Entry level,No specific education required,"Job ID: POS-6626,POS-6614
Job Title: Azure Data Engineer
Primary Skill: Pyspark, SQL, Azure Databricks/ Azure Data Factory
Location: Hyderabad, Pune
Experience: 6 – 11 years
Job Summary:
Are you someone who has a strong data engineering background who is passionate about tackling complex enterprise business challenges by designing data driven solutions? Then read on!
ValueMomentum is seeking an Azure Data Engineer to join our DataLeverage teams who will be responsible for leading technology innovation in the area of Azure Data Technology. You will be part of a highly collaborative and growing team and solve complex business challenges leveraging the modern data and analytics technologies. In this role, you will be responsible for developing batch processing solutions by using Data Factory and Azure Databricks. The ideal candidate would also be responsible implement the best practices in design and implement the Data warehouse using Azure Data Lake, Azure Data Bricks and Azure SQL DWH.
At ValueMomentum, we endorse a culture of experimentation and constantly strive for improvement and learning. You will be exposed to advanced tools, technologies, methodologies and best practices that will help you develop your skills and grow in your career.
Know your team:
ValueMomentum’s Data Leverage (DL) team is trusted by leading insurance, financial services, and healthcare payers to empower businesses with real-time insights. The DL team is focussed on helping our customers modernize data infrastructure, create effective business intelligence capabilities and develop analytics models to generate business driven insights and outcomes. DL team provides a wide range of capabilities to our customers including advisory services, strategy consulting, data engineering, data management, data governance, BI and Analytics.
Responsibilities:
As an Azure Data Engineer, your day-to-day work activities will be as follows:
Design & develop the ETL
Create the Pipelines (simple and complex) using ADF.
Work with other Azure stack modules like Azure Data Lakes, SQL DW
Must be extremely well versed with handling large volumes of data
Understand the business requirements for Data flow process needs
Understand requirements, functional and technical specification documents
Develop mapping document and transformation business rules as per scope and requirements/Source to target
Responsible for continuous formal and informal communication on project status
A good understanding of JIRA story process for SQL development activities
Requirements:
Candidates are required to have these mandatory skills:
Overall, 6+ years of developer experience with SQL, Python with Spark (PySpark)
Good experience in writing SQL, Python and PySpark programming
Experience in Azure Data Factory, Data Sets, Data Frame, Azure Blob & Storage Explorer
Implement data ingestion pipelines from multiple data sources using ADF, ADB (Azure Data Bricks)
Experience in creating Data Factory Pipelines, custom Azure development, deployment, troubleshoot data load / extraction using ADF.
Extensive experience in SQL, python, PySpark in Azure Databricks
Able to write Python code in PySpark frame by using Dataframes
Have a good understanding of Agile/Scrum methodologies.
About the Company:
Headquartered in New Jersey, US, ValueMomentum is the largest standalone provider of IT Services and Solutions to Insurers and Financial Services firms. Our industry focus, expertise in technology backed by R&D, and our customer-first approach uniquely position us to deliver the value we promise and drive momentum to our customers’ initiatives. ValueMomentum is amongst the top 10 insurance-focused IT services firms in North America by number of customers. Leading Insurance and Financial Services firms trust ValueMomentum with their Digital, Data, Core, and IT Transformation initiatives.
Benefits:
We at ValueMomentum offer you a congenial environment to work and grow in the company of experienced professionals. Some benefits that are available to you are:
Career Advancement: Individual Career Development, coaching and mentoring programs for professional and leadership skill development.
Comprehensive training and certification programs.
Performance Management: Goal Setting, continuous feedback and year-end appraisal. Reward & recognition for the extraordinary performers.
Benefits: Comprehensive health benefits, wellness and fitness programs. Paid time off and holidays.
Culture: A highly transparent organization with an open-door policy and a vibrant culture"
